hoek , punt
schuit , ding
voorzien , veranderen
klokken , registreren
strandweer , weer
slavin , figuur
klauwhamer , hamer
microkosmos , model
zakkenroller , dievegge
code , wetenschap
duit , muntstuk
helm , kledingstuk
karekiet , zangvogel
inkopen , omwisselen
aforist , highbrow
mislopen , winnen
elektromagnetisme , natuurkunde
dichtstoppen , belemmeren
tumult , leven
stafchef , officier
latafel , bergkast
recht , heffing
mascara , maquillage
gelijkmaken , inschieten
lichtend voorbeeld , beroemdheid
numerus fixus , stop
lesgeld , vacatie
beginnen , werken
flodderjurk , kledij
bodemvervuiling , pollutie
landstitel , kampioenschap
hydrotherapie , behandeling
lampetkan , kan
bovenstad , gedeelte
genealogie , taaluiting
opgaan , verplaatsen
afbinden , losmaken
bewegingskunst , abstractionisme
toestand , conditie
uitkomen , werken
actie , verrichting
onderscheiden , onderkennen
verzolen , zetten
eend , auto
broodrooster , kookgerei
vrachtstuk , ding
scheepstimmerman , timmerman
balk , muziekschrift
kamervoorzitter , president
peul , fruit
informeren , vragen
limbo , beweging
vin , jongedame
net , stelsel
deelcertificaat , schooldiploma
visafslag , verkoop
afleggen , voortbewegen
morseteken , teken
racebaan , atletiekbaan
wreveligheid , gemoedsbeweging
instrument , hulp
langvoer , levensmiddelen
onderofficier , krijgsman
Locke , filosoof
heiligendag , feestdag
bil , eigenschap
leegeten , knabbelen
eileider , pijp
folklore , overlevering
stacaravan , huisvesting
stift , beschermhuls
verborgenheid , bezigheid
neteldoek , katoen
ondergraven , verzwakken
leuren , scharrelen
meeting , speech
doorvaart , loop
draadworm , rondworm
schuimen , wezen
totalitarisme , ideologie
vegen , zuiveren
verstek , zij
Manilla , tabaksplant
pulp , mixture
badstof , lussenweefsel
elektrode , geleider
canon , verzameling
opentrekken , uitklappen
shampooën , schoonwassen
ondertitelen , voeden
diepzee , zee
koopovereenkomst , aanbesteding
onderwateropname , opname
reveille , taaluiting
rotting , wandelstok
zwart-wit , suikergoed
kalot , kledingstuk
stormkracht , intensiteit
meug , keuze
voordoen , tonen
giframp , tragedie
verschrikken , handelen
meerbolder , staander
Christie , schrijfster
paranimf , hulp
lidwoord , aanwijzer
Deuteronomium , boek
deregulering , bevrijding
knobbel , uitsteeksel
gemeentegrens , grens
wereldnieuws , mededeling
biodiversiteit , heterogeniteit
archiefonderzoek , onderzoek
klopper , gereedschap
rijzweep , zweep
tijdverspilling , verspilling
koolsla , slaatje
espadrille , schoen
nekschot , schot
transito , transport
levensduur , periode
propagandafilm , rolprent
fenegriek , kruid
Tsjadiër , onderdaan
trimester , periode
klaarzetten , zetten
poorter , stedeling
aalmoezenier , hulpverlener
priesteres , pater
murmureerder , taalgebruiker
hitlijst , lijst
fileren , kleinsnijden
achterwiel , stuur
zonzijde , zij
KGB , wegrestaurant
believen , goedvinden
kaasschaaf , kookgerei
vermout , druivenat
longoedeem , oedeem
knooppunt , aansluiting
wol , textiel
senator , afgevaardigde
secretaire , bergkast
gozer , jongeling
workshop , cursus
tegenbezoek , visite
professen , toezeggen
theorema , voorstel
gieterij , papierfabriek
imperatief , wijs
landloperij , dakloosheid
doorborduren , blijven
poliep , holtedier
toeristenmenu , beschrijving
fundatie , instelling
eilander , ingezetene
schaap , investeerder
overleven , leven
voorspellen , houden
vaarverbod , bevel
criminaliteit , schuldgevoel
kassier , bankier
Catalaan , Spanjool
wijnkelder , zaak
aanplakken , betekenen
console , apparaat
goederenvervoer , transport
onderbreking , verschuiving
rol , bruikbaarheid
geheim , inlichting
schaatsijzer , gedeelte
evasie , ontsnapping
onderwerpen , laten
gedachtenwereld , wereld
tijdsverschil , divergentie
politicoloog , connaisseur
hoog water , tij
supplement , geldsom
voorzien , afwachten
weerspannigheid , eigenzinnigheid
sulfaat , zout
Egeïsche zee , zee
wegdragen , verplaatsen
deel , area
muziekkorps , muziekgroep
spoedopname , locatie
landdag , samenzijn
afschuren , voortbewegen
koppelbaas , werver
vliegen , overspringen
gewetenszaak , ding
vaste vorm , toestand waarin stof verkeert
woekeraarster , geldschieter
loting , verrichting
analyse , psychotherapie
hoos , tornado
ijslepeltje , eetgerei
presideren , overleggen
parelketting , ketting
betekenen , weergeven
digestief , middel
terugkaatsen , verspreiden
Vonnegut , schrijfster
gast , mandator
zeedier , gedierte
Medellín , moederstad
vervelen , leiden
vervaldag , toestand
voorverwarmen , verwarmen
stang , hoorn
akoestiek , fysica
scheeflopen , overspringen
nieuwjaarsreceptie , samenzijn
Gabonees , onderdaan
dans , toonzetting
koers , sport
marechaussee , personeelszaken
luchtballon , ballon
messenmaker , koopman
verontschuldiging , taaluiting
uitgeplozen touw , vezel
soufflé , gerecht
Zanzibar , enclave
kroonjaar , periode
presentatie , bestiering
tragedie , toneelspel
coupé , auto
verlagen , doen
manchetknoop , juwelen
lifter , reiziger
stelling , dictum
versiering , artefact
analist , connaisseur
vuiltje , materiaal
karaoke , zang
observator , connaisseur
wegsterven , ophouden
aantreden , zijn opwachting maken
type , taxon
rotten , bewegen
macro , verklaring
wreef , bekleding
bestiering , bezigheid
stiefkind , tante
rammen , slaan
opkopen , omwisselen
kardinaal getal , getal
geschillencommissie , kamer
bestuiven , zakken
begeleiding , verplaatsing
wederkomen , tot stand komen
zenuwpil , kalmeringsmiddel
beurtschipper , schipper
zang , performance
eersteling , jongeling
herniatie , doorbraak
pauwhen , pauw
somnambulisme , loop
Brattleboro , plaats
overdreven gedienstig , persona non grata
aankaarten , overleggen
Nostoc , cyanobacteriën
floreren , opbloeien
vloeibaarheid , toestand waarin stof verkeert
postbusnummer , numero
ijdeltuit , figuur
werkklimaat , atmosfeer
carter , woonomstandigheden
scenarioschrijver , schrijfster
nitril , zout
beetnemen , belazeren
werklast , werk
vliegtuigbouwer , fabrikant
straling , uitstraling
HIV , computervirus
celweefsel , lichaamsdeel
schrijden , wandelen
buitenbaan , baan
volksverhuizing , verhuizing
regeringsdelegatie , deputatie
aanbesteding , bod
conversie , omzetting
cyaankali , gif
olieboycot , afzondering
Grand Canyon , kloof
verkrotten , verloederen
stijgen , meerderen
West-Vlaming , ingezetene
binnenhuisarchitect , figuur
berggorilla , gorilla
rij , strook
chordofoon , zich bescheuren
politiebureau , afdeling
deurwachter , conciërge
Drents , patois
bombardon , sousafoon
pantheon , tempel
dot , figuur
deling , scheiding
cassis , prik
couperen , snijden
aardgeest , ziel
beplanten , voeden
nevel , aërosol
rijk , taxon
vlucht , koppel
manuur , stonde
protestactie , oppositie
afsnijden , dichtdoen
stern , watervogel
besteldatum , datum
ballon , handelsartikel
sopraanstem , zangstem
slagvaardigheid , paraatheid
heidendom , groep
gezindte , vereniging
helling , helling
import , populatie
muziektheater , theater
tentoonstellen , performance
grondvesten , voeden
roadie , hulp
blond , figuur
tandbederf , achteruitgang
bommoeder , mam
streng , knot
afwikkeling , behandeling
schrobnet , sleepnet
stanza , couplet
koekoeksklok , klok
erotiek , sensualiteit
glottisslag , occlusief
wiegelied , toonzetting
wegzakken , inslapen
pesten , spelen
eind goed, al goed , striptekenaar
varen , overspringen
paleograaf , connaisseur
besparen , vertikken
maatschappij , vereniging
roomsoes , soes
panty , panty
pi , getal
gerechtsdienaar , gerechtsdienaar
vleesvork , vork
opdracht , vraag
ikzucht , karaktertrek
verkooptechniek , handigheid
effluent , effluent
rationalisering , motivering
claimen , vragen
lhno , instelling
kinine , koelmiddel
kletskop , huidaandoening
dealer , koopman
schot , lading
samenvoegen , veranderen
intimidatie , angst
bediening , daad
apotheek , kliniek
pacemaker , instrument
geboortestreek , gebied
girocheque , betaalcheque
paviljoen , bijgebouw
verrader , vogelvrije
Kiel , constellatie
schildpad , schildpad
reddingsboei , hoepel
spelleider , ceremoniemeester
praktijkruimte , kamer
ligfiets , rijwiel
middengroep , groep
camelia , struik
uitspoelen , wassen
behendigheidsspel , spel
stuk , figuur
staartwervel , wervel
herfstvakantie , vakantie
rondhout , boom
Steak-restaurant , restaurant
Amoer , stroom
futurist , acoliet
hoofdmacht , kernpunt
blazen opwekken , opzetten
pierewaaier , figuur
afdrukken , konterfeiten
handel , conversatie
benzine , aromatische koolwaterstoffen
speelgoedtrein , speeltje
schuiver , verplaatsing
affiene transformatie , transformatie
handelen , werken
sprookje , kroniek
gijzeling , roof
slinger , wapen
uitknippen , knippen
chanteren , ontstelen
Gestapo , geheime politie
moerasdamp , methaan
flirten , rondwandelen
Sparta , moederstad
kalender , tabel
korf , hok
bemeubelen , voorzien
kamertemperatuur , temp
ventielslang , pijp
garen-en-bandwinkel , zaak
rondvlucht , vlucht
vergrijzing , toename
luchtvaart , artisticiteit
employé , functionaris
basisbeurs , bijslag
vakantie , periode
poken , branden
buitensporigheid , afval
identiteits diefstal , beduvelarij
West-Indië , regio
omstandigheid , conditie
Tianjin , moederstad
aanlegkosten , prijs
schoolkrant , tijdschrift
ijskast , ijskast
favoriseren , toelaten
de hersens inspannen , werken
emiraat , domein
trommelen , uitklinken
soleren , tonen
Israëliër , onderdaan
gravelbaan , tennisbaan
omdraaien , veranderen
helen , veranderen
partijfunctionaris , bobo
invaller , vervanger
pyromaan , dolleman
mydriasis , afweerreactie
windenergie , energie
bergbeklimmen , omhoogklimmen
rechtsongelijkheid , ongelijkheid
matje , karpet
musketier , voetknecht
plaatshouder , variabele
tegenprestatie , reparatie
papieren , papier
interseksualiteit , geslachtsleven
Dreadlock , tres
hondenziekte , dierenziekte
boomstam , hout
uitrijzen , bewegen
premiedruk , som
rode wijn , druivenat
vakbondsvertegenwoordiger , representant
koning , plaatje
schuurpapier , papier
aanmelden , voorlichten
antidateren , dateren
holotype , model
vuurbol , meteoriet
versnijden , snijden
scheiden , bewegen
bekleding , middel
punt , plaats
pyloon , toren
aansteken , overbrengen
doorrijden , besturen
suikerzieke , zieke
herrijzenis , regeneratie
detentie , aanhouding
noodzaak , behoefte
vioolsleutel , sleutel
nippel , element
magma , natuursteen
aflossen , vervangen
centenbak , onderkaak
wekkerradio , klok
veilinghuis , onderneming
Arend , constellatie
metropoliet , pater
parkeergarage , verkavelen
moderniseren , voortschrijden
moerasplant , waterplant
renet , vrucht
van mening zijn , aanzeggen
reageren , handelen
stofvod , gereedschap
ion , deeltje
arrestant , gevangene
zeeziek , walging
trapgat , verhoging
winkelprijs , prijs
kunstschaats , sportartikel
kapitaal , geldmiddelen
omzetcijfer , verkoop
kolonel , krijgsman
bespotten , bejegenen
redactie , verwerking
bengelen , hangen
schoenleder , leder
vreten , vreten
Glasgow , moederstad
nietigheid , onlogische
arbeidscontract , aanbesteding
tournee , rondreis
kaarslicht , licht
knip , gebaar
gezegde , gezegde
voltmeter , teller
magnolia , boom
leesmachine , drukker
overvloed , kwantiteit
discrimineren , bepalen
bloemschede , bractee
raaklijn , lijn
stomheid , dysartrie
opschepper , figuur
zenuw , celweefsel
scheeftrekken , kromtrekken
ontbinding , actie
roeier , bestuurder
reageren , overvloeien
biljarten , spelen
vrachtverkeer , vervoer
conceptnota , notitie
grimas , uitdrukking
emanciperen , overvloeien
ambassadeur , diplomaat
geoloog , connaisseur
ijzerzaag , zaag
plantage , boerenhofstede
bedoening , bedrijvigheid
UTC , Greenwichtijd
schedelinhoud , volume
klep , gedeelte
teleplasma , cytoplasma
sportiviteit , billijkheid
onderduiken , wegschuilen
tensiemeter , sonde
voorhoede , wapen
temperen , harden
jongeman , tiener
losdraaien , ruim
indienen , geven
bouwwereld , branche
gevolmachtigde , lid
hellebaardier , bewaker
competitie , match
nijdnagel , huid
mustang , ros
bedijken , voorzien
ruimteschip , gewiekstheid
afzuigen , bevredigen
hoeden , achten
geboortedatum , datum
superioriteitsgevoel , gemoedsbeweging
beker , zegeteken
verbrandingsinstallatie , installatie
TROS , omroep
congé , inwilliging
actinium , chemisch element
raamkant , kantje
zeekreeft , kreeftachtigen
kunstgeschiedenis , wetenschap
coëxisteren , wezen
vrouwenafdeling , afdeling
hijgen , voortbewegen
mop , koekje
bod , geldsom
Bergson , filosoof
gedachtewisseling , samenspraak
terugvoeren , toeschrijven
veldsla , kruid
inzetten , beginnen
overplaatsen , zetten
troep , koppel
evenwicht , otium
ombouwen , veranderen
onderzoek , bezigheid
boernoes , mantel
treinconducteur , conducteur
tinctuur , medicijn
exploitatie , beschimpingen
koffiedras , neerslag
verwerking , verwerking
schijnreden , bewijsgrond
ijzel , neerslag
garantiefonds , bufferfonds
stroomafnemer , apparaat
aansprakelijkheid , verantwoording
exposé , mededeling
index , lijst
faculteit , uitwerking
orde , conditie
nachtpitje , kaars
wetgever , wetgever
bananenschil , overtrek
brug , treinverbinding
zeerecht , volkenrecht
wereldoorlog , oorlogvoering
puzzelwoordenboek , dictionaire
schakelkamer , kamer
Iemand tot bedaren brengen , irrigeren
hyperbool , beeldspraak
regeringsleger , landstrijdkrachten
spelonderbreking , onderbreking
kruisvaarder , krijger
onderzoeking , onderzoeksproject
Tunesiër , onderdaan
pachten , huren
beoordeling , vonnis
toegeven , doen
vogellijm , heterofiet
oplossen , keren
knikken , kloven
opsonine , antilichaam
ouwe , lied
koolzuur , impregnatie
ademnood , respiratie
Servische , Slavische
taxatieprijs , prijs
misbruiken , overweldigen
bezettingsmacht , landstrijdkrachten
chemie , wetenschap
kaste , status
eurocheque , betaalcheque
verwerken , velen
fiscaliteit , rechtsstelsel
voorstellen , aanzeggen
kranteartikel , krantenartikel
dobbelbeker , container
abiogenese , wording
toverkracht , vaardigheid
understatement , dictum
parklandschap , landje
geboortekerk , godshuis
malen , ondervinden
natuurschoon , decor
invuloefening , oefening
afspeellijst , lijst
vooropgaan , verplaatsen
bijenzwerm , massa
expressie , taaluiting
herenboer , landbouwer
synthesizer , instrument
haarstreng , bundel
voyeurisme , parafilie
publiceren , werken
papa , vaderen
reformatie , wederopbouw
atopie , allergie
veerkracht , rek
overschenken , rondschenken
kassa , aanrecht
lerares , tante
groeimarkt , markt
vrouwenarbeid , werk
afstappen , vaarwelzeggen
destructie , beëindiging
pak slaag , nederlaag
speuren , zoeken
gastronoom , levensgenieter
touwslager , ambachtsman
lasapparaat , ambachtsman
leefnet , mand
ontwikkelingswerker , hulpverlener
bewoner , ingezetene
onteigenen , ontstelen
catechismus , domein
onderwijswet , voorschrift
looddekker , ambachtsman
non plus ultra , Europeaan
bollenstreek , gebied
assemblagefabriek , papierfabriek
pitten , voortbewegen
noordoosten , kompasrichting
verzinken , zetten
trouwbelofte , toezegging
stekkerdoos , connectie
mummelen , malen
plexus , bloedvat
voortent , luifel
w , letter
Kanaal , loop
luchtschacht , loop
mensenaard , attribuut
speen , figuur
scheppen , wegnemen
naken , verplaatsen
spies , spies
ridder , pief
beginkapitaal , bovenkast
doos , container
toelichting , uiting
blimp , luchtschip
miskennen , meedelen
zeepaardje , vis
bijvoegsel , partij
verlofpas , bewijsstuk
koekeloeren , kijken
aanzoeken , vragen
heimachine , automobiel
oncoloog , specialist
duimen , opzuigen
consumptie , consumptie
waarneming , uitvoer
ontsteken , uitbarsten
vlaggelijn , keten
bederven , verkankeren
zonnecollector , reflector
hooivork , splitsing
stembuiging , prosodie
speelruimte , kamer
steunbetuiging , taaluiting
parhelium , plek
facsimile , kopie
richtlijn , inlichting
polo , rijkunst
fortuin , context
Spanjool , Europeaan
afdrijven , mis
opstuiven , bewegen
fosfolipide , lipide
effectiviteit , macht
afreactie , purgatie
cassettedeck , blokfluit
avondonderwijs , onderricht
Kameleon , constellatie
pornoblad , tijdschrift
wijnfles , fles
more , schrijfster
moeke , tante
ontvochtigen , droogleggen
lachmeeuw , meeuw
debetrente , geldsom
temp , fysische eigenschappen
behendigheid , handigheid
omen , prefiguratie
koningin , schaakstuk
boter , boterolie
vakmanschap , kundigheid
materiaalkosten , prijs
retour , kaartje
slavin , slavin
feestzaal , kamer
aarzeling , besluiteloosheid
kamerlidmaatschap , lidmaatschap
mug , tweevleugeligen
tussenklank , geluid
godsdienstonderwijzer , frik
mirakel , voorbeeld
planetarium , constructie
instabiliteit , onevenwichtigheid
lenen , vertoeven
wisselwerking , uitwerking
rendiermos , korstmos
Fugo , flop
beendervet , vet
